0,603889.XSHG,2015-10-30,26.35,29.9553,3.42,2.17,795.57,603889.XSHG,3.09,3.42,2.13,8.03,19.18,90.74,8.34,8.03,2.12,6.84,0.87,110.91,-11.11,110.77,132.99,29.74,321.02,8.18,-26.8,8.18,-26.8,-5.61,-50.71,10.29,-43.32,7.83,-43.84,1
0,603889.XSHG,2016-03-04,38.96,45.0689,4.89,3.21,55.5,603889.XSHG,1.84,1.77,1.32,6.31,20.13,92.09,7.42,6.31,2.75,9.78,-0.07,97.16,-6.08,96.14,113.93,10.37,131.12,8.45,-20.34,8.45,-20.34,-4.92,-29.12,5.5,-37.41,3.68,-39.8,-1
0,603889.XSHG,2016-04-26,38.76,38.7641,4.8,3.16,-16.07,603889.XSHG,2.9,2.58,2.26,8.79,20.31,90.36,10.66,8.79,1.94,7.77,0.2,90.46,9.57,88.81,99.43,-27.75,-288.01,10.32,15.22,10.32,15.22,47.19,65.54,20.72,60.5,17.26,67.55,-1
0,603889.XSHG,2016-08-26,34.38,35.5819,4.27,2.84,3567.1101,603889.XSHG,6.0314,6.0538,4.4214,11.4754,22.329,86.3122,13.5213,11.4754,1.5531,5.9459,0.0942,100.9732,-1.2287,100.373,95.7081,29.4554,215.194,8.4754,61.4399,8.4754,61.4399,18.4706,104.8531,20.0256,110.7924,20.2794,112.3376,1
0,603889.XSHG,2016-10-20,31.06,34.7956,4.14,2.7,121.18,603889.XSHG,3.8393,3.7445,2.8122,9.2697,20.1265,89.0417,11.0706,9.2697,1.8619,7.1058,0.2463,98.3199,1.0077,97.5287,124.4274,17.0561,155.6459,19.7999,-19.1541,19.7999,-19.1541,59.0963,-33.8071,38.2866,-34.6932,39.8684,-34.6926,-1
0,603889.XSHG,2017-03-07,30.59,37.1672,4.24,2.75,-643.61,603889.XSHG,1.4959,1.5328,1.1185,4.7938,18.2076,93.9589,5.8665,4.7938,2.7182,7.8254,0.4292,104.0328,-3.0075,102.4617,128.6636,-0.212,-3.5086,16.0184,-22.8531,16.0184,-22.8531,-8.2338,-59.1185,-11.8484,-60.104,-6.4514,-59.7363,-1
0,603889.XSHG,2017-04-25,33.42,33.4202,4.48,2.9,-102.03,603889.XSHG,3.0446,2.9804,1.9935,8.1699,19.9548,89.3506,10.6223,8.1699,1.6561,6.1389,0.5698,98.0556,-0.2495,97.8926,97.8565,-48.4921,-455.3496,22.6995,21.8583,22.6995,21.8583,22.3142,120.6461,14.061,107.6801,16.9709,109.4955,-1
""
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603898.XSHG,2015-04-28,46.67,46.6678,8.09,7.32,100.88,603898.XSHG,0.85,0.82,0.68,3.2,33.5,96.38,3.62,3.2,19.69,10.06,-0.3,96.08,0.0,96.08,91.26,-41.5,-1147.64,21.72,-44.43,21.72,-44.43,80.09,-90.3,80.1,-90.26,80.1,-90.26,1
0,603898.XSHG,2015-08-06,93.83,95.3395,16.14,14.5,37.17,603898.XSHG,7.31,7.24,5.67,17.01,38.56,80.75,19.37,17.01,12.01,5.83,-0.16,98.99,0.57,99.02,128.47,43.78,227.35,15.18,64.03,15.18,64.03,15.8,778.51,10.81,772.04,10.81,772.04,-1
0,603898.XSHG,2015-10-28,44.94,47.0353,7.96,6.9,151.01,603898.XSHG,8.79,8.15,6.86,17.55,38.43,80.98,20.16,17.55,13.65,5.04,-0.23,92.7,5.6,92.75,119.34,22.22,116.88,24.09,21.83,24.09,21.83,18.67,26.86,21.23,25.71,21.23,25.71,1
0,603898.XSHG,2016-04-09,63.34,70.6881,11.21,9.74,303.38,603898.XSHG,8.59,7.9,6.65,16.63,39.79,81.48,19.41,16.63,13.99,4.26,-0.15,92.22,4.44,92.01,120.13,27.82,150.21,19.62,7.72,19.62,7.72,12.13,3.7,9.04,2.07,9.04,2.07,-1
0,603898.XSHG,2016-04-19,57.77,56.0889,10.23,8.88,276.68,603898.XSHG,1.44,1.29,1.21,7.08,36.78,90.95,10.03,7.08,19.55,7.51,-0.19,89.81,9.78,89.0,103.82,-14.14,-156.3,22.21,-43.23,22.21,-43.23,239.09,-70.66,170.62,-75.82,170.62,-75.82,-1
0,603898.XSHG,2016-08-09,54.48,57.3991,9.69,8.34,-67.47,603898.XSHG,5.7657,5.6751,4.5739,16.5753,40.901,78.1704,22.2522,16.5753,12.2147,5.8956,-0.1577,98.4585,1.9058,98.4297,133.0635,47.6028,218.0651,28.4677,72.4322,28.4677,72.4322,47.6121,282.4302,25.2104,303.4755,25.2104,303.4755,-1
0,603898.XSHG,2016-10-19,58.11,65.2271,10.94,8.89,111.31,603898.XSHG,8.3249,7.7295,6.2279,19.8481,39.9755,75.5781,24.7019,19.8481,9.9929,4.7737,-0.1986,92.8276,1.0643,92.848,101.7692,21.5963,88.4298,33.3761,26.4857,33.3761,26.4857,63.3841,40.4105,50.8549,51.46,50.8549,51.46,-1
0,603898.XSHG,2017-03-30,44.81,59.7623,8.94,7.28,-496.39,603898.XSHG,8.8977,8.6515,6.6388,20.6173,40.6439,81.7815,18.6936,20.6173,14.6103,5.7903,-0.094,97.5962,2.5452,97.2325,130.5335,29.5095,161.9757,39.3646,12.5532,39.3646,12.5532,34.1994,-14.8237,72.7925,16.9148,72.7925,16.9148,-1
0,603898.XSHG,2017-04-21,43.7,43.7013,9.51,7.69,-39.89,603898.XSHG,2.1869,1.7104,1.6754,9.7509,38.2654,91.1514,10.5554,9.7509,19.9545,8.6999,-0.171,78.1852,15.0812,78.209,97.2444,-30.5137,-344.8425,35.19,-44.9285,35.19,-44.9285,42.2266,-68.9036,86.0903,-73.9541,86.0903,-73.9541,-1
0,603898.XSHG,2017-08-15,39.6818,41.5495,9.4227,6.9805,-67.6403,603898.XSHG,6.8553,6.4289,5.3342,18.1749,38.3009,80.1197,21.0758,18.1749,12.0856,5.0975,-0.0924,93.6497,5.6313,93.7811,127.3034,40.5972,204.2081,35.5262,72.8611,35.5262,72.8611,28.3613,245.1481,48.6044,222.1996,48.6044,222.1996,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603899.XSHG,2015-04-28,46.14,46.1395,7.51,5.15,180.64,603899.XSHG,6.58,6.58,4.89,11.26,26.23,86.43,13.59,11.26,6.35,6.17,-0.22,99.86,0.12,99.92,111.42,19.24,141.79,24.56,34.97,24.56,34.97,42.69,99.64,25.27,66.97,25.93,64.85,-1
0,603899.XSHG,2015-08-19,50.89,54.2675,9.43,5.71,20.94,603899.XSHG,6.14,6.0,4.41,10.48,26.04,87.76,12.3,10.48,6.57,6.8,-0.3,97.66,0.5,97.64,112.83,8.88,72.58,23.12,-3.98,23.12,-3.98,7.21,-13.1,3.84,-10.63,4.5,-10.42,-1
0,603899.XSHG,2015-10-24,41.94,45.2455,7.86,4.52,153.35,603899.XSHG,7.13,6.28,5.31,11.25,25.49,88.13,12.21,11.25,6.94,6.63,-0.25,87.94,2.51,87.98,112.08,3.1,26.08,20.05,13.16,20.05,13.16,18.17,12.36,28.3,21.51,27.46,20.31,-1
0,603899.XSHG,2016-03-22,49.39,56.9768,9.35,5.42,103.38,603899.XSHG,5.72,4.45,3.91,10.36,28.65,90.37,10.82,10.36,10.43,8.2,-0.11,76.8,9.47,77.77,136.92,23.23,241.15,25.63,-14.33,25.63,-14.33,47.99,-24.09,43.0,-21.14,46.59,-17.49,-1
0,603899.XSHG,2016-04-20,40.98,40.9775,7.99,4.62,55.24,603899.XSHG,6.51,5.97,4.82,12.52,27.09,86.19,14.24,12.52,7.19,5.79,-0.14,91.61,2.84,91.65,107.45,12.68,91.82,20.25,29.19,20.25,29.19,26.04,70.03,33.76,56.18,33.34,49.95,-1
0,603899.XSHG,2016-08-13,35.47,38.5286,7.04,4.13,-56.95,603899.XSHG,4.6528,4.2917,3.4012,9.706,27.8287,89.4129,11.3287,9.706,9.0157,7.563,-0.1679,91.7023,6.4234,92.2378,113.2086,6.8971,65.1466,15.5888,-7.7036,15.5888,-7.7036,6.4768,-26.5839,7.0683,-28.4597,6.8198,-28.2344,-1
0,603899.XSHG,2016-10-19,35.77,39.4211,7.62,4.08,447.13,603899.XSHG,6.4022,5.517,4.8519,11.6337,26.049,88.1999,12.2623,11.6337,8.0591,5.7801,-0.0395,86.3656,3.3824,86.1735,114.4109,14.2104,120.426,24.2758,21.6688,24.2758,21.6688,24.7984,31.6956,28.4985,45.8325,22.7001,38.1904,-1
0,603899.XSHG,2017-03-21,33.54,39.617,7.08,3.82,490.42,603899.XSHG,4.1006,3.3074,2.7423,7.4145,24.9503,92.4891,8.3683,7.4145,10.4433,6.7471,-0.1233,87.3758,9.9743,80.6558,130.8698,23.535,313.3456,37.9255,-4.9249,37.9255,-4.9249,6.6674,-35.1168,-1.2693,-39.4056,0.3511,-32.5172,-1
0,603899.XSHG,2017-04-25,33.26,33.2598,6.75,3.52,332.16,603899.XSHG,6.6091,6.1945,4.6814,11.4954,26.8217,87.1643,13.2378,11.4954,8.1235,5.5406,-0.1128,93.5674,2.9312,93.7263,106.8743,9.2456,72.0306,24.6556,16.7564,24.6556,16.7564,15.8654,84.6966,14.436,81.0193,13.8395,70.1003,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603900.XSHG,2017-03-22,43.02,51.7241,7.89,5.69,416.72,603900.XSHG,2.9174,2.903,2.1921,10.8735,54.6431,84.9043,15.0957,10.8735,26.8677,9.0326,0.6496,99.5348,,99.5072,113.9273,-3.8776,-25.6868,7.253,11.6407,7.253,11.6407,29.6748,50.2651,17.1505,51.8742,17.5121,52.2688,-1
0,603900.XSHG,2017-04-28,37.95,37.9535,4.15,5.09,12.13,603900.XSHG,5.2969,5.051,4.3941,20.2831,55.9408,74.0975,26.6361,20.2831,21.983,5.3426,-0.0799,95.6423,2.7086,95.3589,109.9102,3.5672,13.7716,22.259,27.5083,22.259,27.5083,28.6051,124.9867,30.495,137.8492,30.462,136.4427,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603901.XSHG,2015-08-21,58.94,60.6584,5.75,4.97,207.1,603901.XSHG,4.19,4.2,2.15,10.08,31.78,88.26,11.74,10.08,9.19,8.79,0.86,101.07,0.0,100.05,91.62,-0.73,-6.18,6.08,33.91,6.08,33.91,5.07,91.43,17.13,74.69,17.29,73.74,-1
0,603901.XSHG,2015-10-24,54.17,58.4208,5.54,4.72,18.84,603901.XSHG,3.22,2.57,1.72,8.72,31.18,91.12,8.88,8.72,11.04,9.09,-0.38,79.86,0.0,79.77,120.62,10.37,116.72,1.01,-9.95,1.01,-9.95,-3.02,-31.89,3.14,-22.1,3.22,-22.03,1
0,603901.XSHG,2016-03-31,92.84,100.8817,9.33,8.13,57.28,603901.XSHG,2.9,2.77,1.57,7.18,31.81,92.4,7.6,7.18,12.93,10.46,-0.26,96.63,0.0,95.34,107.61,17.29,227.57,-7.7,10.95,-7.7,10.95,-10.19,-5.07,-20.08,-8.56,-19.93,-8.43,1
0,603901.XSHG,2016-04-22,81.86,81.8611,7.61,6.93,76.98,603901.XSHG,1.88,1.76,1.25,8.16,31.48,90.53,9.47,8.16,10.55,10.05,0.22,94.78,0.0,93.26,112.14,-30.68,-324.09,3.54,-22.61,3.54,-22.61,19.29,-3.61,9.45,-12.04,9.2,-11.97,1
0,603901.XSHG,2016-08-17,92.78,94.3804,8.6,7.93,123.87,603901.XSHG,3.2821,2.9512,2.0568,10.8307,32.4255,88.4669,11.5331,10.8307,10.4402,8.7475,0.1542,90.5766,,89.9168,113.5928,21.6934,188.0967,3.59,33.9771,3.59,33.9771,1.7291,63.2453,11.3547,77.7238,11.3453,77.1582,-1
0,603901.XSHG,2016-10-29,75.19,79.2628,7.12,6.59,-57.25,603901.XSHG,3.142,2.256,1.7867,11.4054,34.048,90.2061,9.7939,11.4054,12.3206,9.9808,0.7308,71.2025,,71.8038,123.5857,16.3751,167.1973,6.8624,-7.101,6.8624,-7.101,17.8362,-21.1106,39.8389,-2.1722,39.787,-2.1141,-1
0,603901.XSHG,2017-03-31,64.25,74.486,6.47,6.07,156.74,603901.XSHG,2.075,1.365,1.0774,5.5796,33.1317,95.4126,4.5874,5.5796,13.487,11.2247,0.0928,67.3462,,65.7821,108.5894,15.3126,333.7995,30.0832,35.0551,30.0832,35.0551,-21.4781,-36.7412,1.0415,-33.9294,3.6158,-32.1262,-1
0,603901.XSHG,2017-04-29,64.05,64.0529,6.34,5.65,326.1,603901.XSHG,1.8945,1.6727,0.9976,6.9884,30.4253,92.9879,7.0121,6.9884,10.5898,10.3938,1.4102,88.073,,88.2933,114.0712,-31.7846,-453.285,29.9496,-22.6924,29.9496,-22.6924,-3.7315,18.169,11.2273,-3.1734,9.7859,-6.7254,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603903.XSHG,2017-04-27,99.3,99.3018,10.71,11.35,73.7,603903.XSHG,0.398,0.383,0.2454,3.0791,26.4046,97.798,2.0383,3.0791,3.5138,14.5335,2.6251,39.8876,-2.9663,96.2361,94.8915,-67.1836,-3051.0046,51.3524,,51.3524,,213.9061,,1048.3987,,744.87,,-1
""
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603908.XSHG,2017-04-28,89.02,89.0241,21.81,9.81,316.84,603908.XSHG,7.6195,6.656,4.9881,17.919,34.7314,79.1723,21.6646,17.919,6.3936,6.7697,0.2223,87.3301,3.5092,87.3544,77.8374,2.5653,12.3166,7.8447,,7.8447,,28.526,,27.7808,,27.7808,,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603909.XSHG,2016-08-24,34.68,34.6777,5.91,6.7,151.2,603909.XSHG,3.1981,3.0587,2.6342,22.2132,36.563,73.6345,26.3655,22.2132,2.3034,14.1616,-0.0084,95.8146,,95.6427,79.1349,-4.3653,-16.5568,,1.2662,,1.2662,,7.8724,,8.1133,,8.2902,-1
0,603909.XSHG,2016-10-28,89.47,93.3731,9.03,18.17,20.52,603909.XSHG,2.2415,2.0922,1.9161,19.0586,42.5711,78.0206,21.9794,19.0586,1.9148,14.6655,0.1367,93.5115,,93.3413,86.4934,5.6509,25.7101,10.2681,5.1088,10.2681,5.1088,2.4669,-12.3769,-10.2214,-9.8183,-9.9239,-9.8384,-1
0,603909.XSHG,2017-04-07,95.11,93.4863,9.21,18.44,23.94,603909.XSHG,3.3545,2.6136,2.9122,18.5731,46.8794,82.007,18.275,18.5731,1.8399,13.7014,-0.2992,78.8445,,77.913,88.3729,35.3756,196.608,13.1203,57.5599,13.1203,57.5599,6.1715,31.0046,26.2627,53.5463,25.5986,53.5463,-1
0,603909.XSHG,2017-04-20,87.65,89.2412,8.49,16.99,22.06,603909.XSHG,1.9723,1.896,1.7377,17.5614,40.8105,78.7936,21.2064,17.5614,2.1204,14.9178,-0.2822,96.2916,,96.1317,88.4599,-24.9705,-117.7497,6.214,-36.6667,6.214,-36.6667,-8.9964,-26.5075,-10.3512,-40.1164,-9.461,-39.6071,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603918.XSHG,2015-08-22,128.4,128.4,11.46,8.32,307.27,603918.XSHG,2.56,2.56,1.36,5.71,28.22,93.39,6.61,5.71,9.59,6.74,0.92,99.81,0.0,,82.64,-9.02,-136.35,,288.18,,288.18,,201.74,,203.02,,203.02,1
0,603918.XSHG,2015-10-24,92.85,82.3746,7.35,5.59,17.85,603918.XSHG,1.97,1.97,1.06,4.85,26.28,94.41,5.59,4.85,8.75,7.9,0.56,99.98,0.0,99.98,99.02,-7.78,-139.24,151.93,-8.5,151.93,-8.5,169.65,-22.64,170.39,-22.31,170.39,-22.31,1
0,603918.XSHG,2016-04-29,132.19,175.2105,15.38,10.31,42.99,603918.XSHG,8.12,7.66,4.32,9.81,26.01,89.24,10.76,9.81,5.22,6.0,0.19,94.29,0.0,94.35,95.21,46.78,434.67,-2.5,111.93,-2.5,111.93,-33.21,307.99,-31.69,329.21,-31.69,329.21,-1
0,603918.XSHG,2016-04-29,119.04,163.51,13.85,9.28,38.71,603918.XSHG,-1.16,-1.18,-0.73,-8.71,28.94,111.09,-11.09,-8.71,22.72,20.85,0.02,101.87,0.0,,170.6,-154.01,1389.3101,53.25,-79.64,53.25,-79.64,32.66,-120.97,37.92,-118.07,37.92,-118.07,-1
0,603918.XSHG,2016-08-31,149.9,163.2228,13.09,9.08,57.59,603918.XSHG,1.2562,0.5524,0.8548,3.6688,26.9443,97.6975,2.1711,3.6688,11.2415,9.6797,0.097,50.172,,43.9777,75.5587,8.7379,379.4947,0.2589,153.9457,0.2589,153.9457,-67.0787,149.7363,-35.5421,206.9707,-35.5421,206.9707,1
0,603918.XSHG,2016-10-29,129.04,129.4295,10.51,7.19,-78.63,603918.XSHG,0.8427,0.8158,0.5716,3.0019,25.034,96.6574,3.3713,3.0019,11.9804,9.8851,-0.0703,95.9398,0.8255,96.8067,100.9509,6.9546,208.063,-10.3209,-18.1575,-10.3209,-18.1575,-45.9162,27.0837,-44.4382,-33.0347,-44.4382,-33.0347,-1
0,603918.XSHG,2017-04-28,156.19,140.678,11.56,8.16,577.75,603918.XSHG,5.2567,5.2094,3.2966,10.2516,28.6586,88.8756,11.743,10.2516,8.9392,5.2565,0.1934,93.8638,5.2195,99.0994,119.9266,45.2548,406.808,-20.2644,88.4329,-20.2644,88.4329,-12.9938,556.3488,-16.6978,543.5023,-16.6978,543.5023,-1
0,603918.XSHG,2017-04-28,161.76,148.7673,11.98,8.46,598.35,603918.XSHG,-0.7653,-0.7654,-0.4839,-4.4063,27.5662,104.377,-4.7604,-4.4063,18.7225,13.3187,0.1866,91.9547,8.0561,100.01,110.839,-110.5936,2526.7107,38.3755,-64.6668,38.3755,-64.6668,40.5775,-114.3236,29.9942,-115.1869,29.9942,-115.1869,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603919.XSHG,2016-04-22,43.08,43.0793,9.3,6.04,70.55,603919.XSHG,8.1,7.84,4.49,20.77,62.4,72.92,27.08,20.77,13.53,6.6,1.28,97.17,0.0,96.69,101.6,19.99,73.84,23.82,,23.82,,36.74,,32.82,,32.82,,1
0,603919.XSHG,2016-08-29,45.87,52.1815,5.72,6.82,35.73,603919.XSHG,1.4455,1.3962,1.0099,9.6162,60.3998,86.2214,13.7786,9.6162,16.0866,13.1105,2.0319,98.2368,,96.5887,116.0618,0.2312,1.6779,3.0628,-48.5327,3.0628,-48.5327,138.0484,-73.8104,174.1079,-76.1701,174.1079,-76.1701,-1
0,603919.XSHG,2016-10-28,42.55,51.9958,5.62,6.76,31.04,603919.XSHG,2.9519,2.7959,2.2753,18.2012,62.3283,77.867,22.133,18.2012,14.782,11.416,0.026,95.469,,94.7162,107.72,11.5959,52.3918,4.8519,10.2998,4.8519,10.2998,18.8751,77.1777,16.2936,108.7703,16.2936,108.7703,-1
0,603919.XSHG,2017-04-29,40.45,52.4686,5.35,6.57,83.29,603919.XSHG,3.8171,4.2076,2.9276,17.5227,59.8672,77.5167,22.4833,17.5227,11.0868,8.8207,-0.1038,108.5671,,110.2297,186.3865,77.1756,343.2566,-2.5553,38.9521,-2.5553,38.9521,25.7332,41.1518,26.3029,33.7727,26.3029,33.7727,-1
0,603919.XSHG,2017-04-29,35.04,35.0401,4.84,5.99,75.32,603919.XSHG,6.6917,6.618,5.1298,24.5921,63.2875,68.0246,32.1642,24.5921,11.9105,5.5112,-0.0827,98.8837,0.5839,98.8991,72.2969,-6.6697,-20.8588,3.8886,31.7034,3.8886,31.7034,23.405,88.4119,23.0125,84.8374,23.0125,84.8374,-1
0,603919.XSHG,2017-07-28,28.5657,31.3032,4.1142,5.3648,-26.3919,603919.XSHG,1.6219,1.4654,1.3181,10.9297,62.8909,86.4534,14.5997,10.9297,19.7318,15.0985,-0.146,91.2227,2.7929,90.3478,107.2217,-9.6638,-71.3373,12.501,-44.2661,12.501,-44.2661,19.2055,-74.7016,27.8672,-75.2296,27.8672,-75.2296,-1
""
""
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603928.XSHG,2017-04-20,45.65,46.7881,9.04,6.6,169.32,603928.XSHG,1.7816,1.3752,1.5417,8.2426,21.5932,92.8898,7.1102,8.2426,4.8448,7.4083,-0.1398,75.9301,,77.1929,97.0146,-3.2828,-46.1707,14.4144,,14.4144,,-52.4687,,-38.1175,,-38.1175,,-1
0,603928.XSHG,2017-08-10,42.2265,37.5095,3.7967,4.5572,20.9421,603928.XSHG,2.8102,2.681,2.397,10.1357,23.7106,88.1354,14.1404,10.1357,4.8077,6.2203,-0.2022,95.7534,,95.4022,111.018,9.3061,78.4365,54.5143,28.768,54.5143,28.768,27.4912,156.0869,2.5955,58.3425,2.5955,58.3425,-1
