,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603699.XSHG,2014-04-21,31.96,29.3776,6.23,5.87,143.0336,603699.XSHG,7.48,7.22,3.92,22.03,41.82,75.22,25.11,22.03,6.9,9.66,0.08,96.69,1.29,96.49,103.23,27.16,109.62,15.99,-8.5,15.99,-8.5,14.23,9.21,20.64,11.7,19.52,10.39,-1,-1,-1
0,603699.XSHG,2014-08-16,29.63,30.9682,7.01,5.75,25.94,603699.XSHG,7.31,7.31,3.75,19.26,46.29,75.46,24.51,19.26,10.9,9.34,-0.41,99.67,-0.15,100.02,87.46,1.86,7.59,-3.34,7.35,-3.34,7.35,24.38,4.77,18.09,-6.14,17.1,-6.24,-1,-1,-1
0,603699.XSHG,2014-10-29,29.92,32.3997,6.85,6.07,56.1,603699.XSHG,8.52,8.09,4.26,21.95,44.14,77.37,25.13,21.95,9.43,8.86,2.14,86.26,9.53,94.91,75.93,6.94,30.69,11.8,6.34,11.8,6.34,2.1,9.03,6.11,21.16,5.38,21.69,-1,-1,-1
0,603699.XSHG,2015-04-22,28.14,30.9205,6.1,5.63,34.51,603699.XSHG,8.99,8.33,4.7,20.55,47.6,75.83,24.15,20.55,10.81,8.08,0.06,101.04,-0.11,92.64,111.5,25.4,105.09,21.78,16.58,21.78,16.58,39.77,12.04,38.65,9.16,38.89,10.27,1,1,1
0,603699.XSHG,2015-04-29,33.09,30.4011,6.8,6.62,40.58,603699.XSHG,5.13,4.85,3.03,25.0,47.51,71.8,29.38,25.0,9.23,10.92,-0.33,94.39,3.95,94.58,112.23,33.49,118.74,-16.98,-37.62,-16.98,-37.62,-2.86,-24.1,-5.82,-24.12,-3.2,-23.06,1,1,1
0,603699.XSHG,2015-08-22,33.48,33.2338,8.06,7.12,-23.26,603699.XSHG,4.59,3.99,2.61,14.68,37.41,85.37,16.67,14.68,10.66,9.73,-0.23,86.24,12.01,86.96,86.7,-1.13,-7.7,14.43,47.97,14.43,47.97,-22.17,-16.06,-12.77,-13.08,-11.29,-14.08,-1,-1,-1
0,603699.XSHG,2015-10-29,24.77,23.9778,5.81,4.96,-70.68,603699.XSHG,3.93,2.14,2.35,21.26,37.51,89.42,12.21,21.26,13.75,12.06,0.97,41.84,6.46,54.42,110.08,0.78,7.37,-34.6,-39.22,-34.6,-39.22,-68.22,-55.48,-36.65,-12.01,-36.05,-12.28,-1,-1,-1
0,603699.XSHG,2016-04-16,33.23,29.018,6.7,6.58,-33.05,603699.XSHG,0.55,0.86,0.38,3.3,45.95,92.1,8.84,3.3,16.61,12.36,-1.99,115.4,13.75,157.2,159.43,25.89,327.64,-42.21,3.01,-42.21,3.01,-78.83,-25.39,-90.71,-84.0,-91.92,-86.06,-1,-1,-1
0,603699.XSHG,2016-04-29,27.03,38.9091,5.45,5.35,-26.89,603699.XSHG,2.72,2.49,1.61,12.92,38.48,86.51,14.9,12.92,15.06,8.92,0.45,88.33,9.18,91.74,97.82,2.95,21.83,0.18,8.14,0.18,8.14,-49.21,82.14,-48.21,323.14,-46.87,405.79,-1,-1,-1
0,603699.XSHG,2016-08-27,46.99,38.8872,5.34,6.19,470.07,603699.XSHG,3.0038,2.9329,1.7004,12.2049,34.7885,85.564,14.8043,12.2049,12.1552,8.6413,-2.4239,93.7082,2.3907,97.6392,97.8606,23.1904,160.643,-22.5909,14.3349,-22.5909,14.3349,-31.2453,13.6294,-35.6578,7.9994,-32.2115,9.6223,1,1,1
0,603699.XSHG,2016-10-29,52.52,38.1199,5.46,6.57,47.87,603699.XSHG,2.2066,1.8642,1.2533,11.9264,31.7832,87.2726,13.6862,11.9264,3.496,13.5018,0.0664,84.5645,6.3704,84.4831,128.7576,18.6056,146.1851,-4.3236,-24.8805,-4.3236,-24.8805,7.2401,-30.5538,-46.3237,-26.5942,-43.7767,-27.2424,-1,-1,-1
0,603699.XSHG,2017-04-13,61.04,36.9143,5.16,6.43,94.98,603699.XSHG,1.0537,0.7026,0.6431,4.7728,36.0758,96.2622,4.4633,4.7728,13.5021,10.5844,-0.6077,66.0961,12.829,66.6823,112.3551,8.4219,225.3151,17.5084,26.5167,17.5084,26.5167,-40.6992,-58.7406,69.8413,-49.37,96.1102,-51.387,-1,-1,-1
0,603699.XSHG,2017-04-29,60.94,36.8266,5.15,6.41,94.81,603699.XSHG,2.081,1.9047,1.257,9.7218,32.0469,89.7063,11.1567,9.7218,11.1806,9.0226,0.4082,91.1259,7.6394,91.5281,98.086,8.786,85.3529,4.2634,-4.0483,4.2634,-4.0483,-21.9107,139.8444,-21.5507,95.4473,-22.2185,100.6075,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603701.XSHG,2016-08-26,111.28,113.6245,21.22,15.48,-672.98,603701.XSHG,4.8867,4.7615,3.2561,18.2855,35.1427,79.0354,21.1245,18.2855,5.5935,11.4885,-0.1747,97.4241,,97.4375,71.5751,27.9802,133.4637,-7.9187,5.5762,-7.9187,5.5762,22.2752,30.7893,25.3798,28.2548,25.0888,28.2057,-1,-1,-1
0,603701.XSHG,2016-10-28,81.29,88.883,9.46,12.4,63.82,603701.XSHG,3.3068,3.1369,2.3936,17.6387,35.0207,80.2467,20.1431,17.6387,4.1051,9.9812,-0.5123,94.8607,1.8721,94.8627,77.5765,19.3122,97.7669,11.0667,-8.9655,11.0667,-8.9655,23.6084,-13.1948,22.1471,-12.1853,21.8701,-12.3306,-1,-1,-1
0,603701.XSHG,2017-04-15,77.42,88.5388,9.17,12.12,82.51,603701.XSHG,2.8588,2.5563,2.0987,13.9203,35.2926,85.6364,15.0797,13.9203,6.3116,13.8338,-0.2268,89.1221,4.4436,89.4179,82.808,20.2754,141.1582,14.9839,12.5715,14.9839,12.5715,31.6891,-15.7256,46.4191,-11.1599,46.3238,-10.8429,-1,-1,-1
0,603701.XSHG,2017-04-26,59.02,59.0157,7.53,9.61,67.77,603701.XSHG,3.5532,3.3319,2.5247,15.9401,33.9981,82.5791,18.0051,15.9401,4.5906,10.1693,-0.1076,93.5183,3.1359,93.772,70.5487,5.4402,31.228,18.102,9.1583,18.102,9.1583,24.7018,30.3344,25.0687,24.9967,28.5413,28.2718,-1,-1,-1
0,603701.XSHG,2017-08-19,41.9317,44.6466,5.5805,6.9627,48.0047,603701.XSHG,3.678,3.3601,2.7961,17.5679,33.679,80.859,21.4957,17.5679,5.4329,8.995,0.0837,91.6933,7.4844,91.3582,72.1323,15.5312,81.141,13.5526,1.5094,13.5526,1.5094,15.5482,21.1889,9.0961,11.8753,5.3678,5.0927,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603703.XSHG,2015-08-18,89.73,89.733,9.78,12.41,-1669.25,603703.XSHG,1.89,1.89,1.12,9.23,27.96,89.71,10.78,9.23,2.59,9.57,5.24,94.05,4.53,,92.67,-5.46,-53.09,,20.41,,20.41,,75.68,,80.7,,80.76,-1,1,1
0,603703.XSHG,2015-10-30,69.15,61.9879,6.76,9.29,64.91,603703.XSHG,3.8,3.71,2.29,16.04,30.38,79.25,20.7,16.04,2.09,11.45,-3.57,97.91,-0.23,97.63,81.98,-20.97,-101.05,-4.45,19.3,-4.45,19.3,40.27,129.07,-23.11,107.37,-23.5,104.84,1,1,1
0,603703.XSHG,2016-04-19,158.44,128.7531,13.63,19.52,-177.06,603703.XSHG,2.17,1.75,1.23,7.03,26.56,95.71,4.29,7.03,3.44,13.22,-1.57,75.66,0.0,80.77,70.49,9.0,209.64,-2.01,27.41,-2.01,27.41,-74.89,-73.57,-53.45,-44.16,-52.82,-42.28,1,1,1
0,603703.XSHG,2016-04-25,124.81,159.3383,10.74,15.38,-139.48,603703.XSHG,1.01,0.99,0.71,6.49,28.21,90.86,9.14,6.49,3.88,10.76,2.96,98.36,0.0,98.0,144.07,17.9,195.9,25.87,-31.22,25.87,-31.22,55.61,46.32,32.85,-36.52,32.85,-37.84,1,1,1
0,603703.XSHG,2016-08-18,194.22,201.6003,13.23,18.7,-354.95,603703.XSHG,1.2411,1.2181,0.8317,5.1128,19.9037,95.2393,4.7607,5.1128,2.9342,10.2185,-1.2215,97.6595,,98.1445,68.6143,-10.6117,-222.9033,55.2607,48.5214,55.2607,48.5214,-31.4483,-22.6053,-13.9548,17.0436,-12.0379,19.6842,-1,1,1
0,603703.XSHG,2016-10-24,199.05,201.6003,14.01,16.76,-1259.73,603703.XSHG,1.4311,1.3957,0.9353,6.7171,25.1181,92.614,7.386,6.7171,3.6762,11.729,1.5313,97.4422,,97.5227,109.1332,0.1181,1.5996,16.0098,-10.8585,16.0098,-10.8585,-58.6134,38.2984,-51.4051,17.1132,-51.546,12.8389,-1,-1,-1
0,603703.XSHG,2017-04-26,295.18,233.5493,16.01,18.76,693.57,603703.XSHG,1.5952,1.0842,0.9612,7.127,23.0664,94.2045,5.756,7.127,4.4979,8.7107,-1.9605,69.5075,,67.9627,105.1441,28.8603,497.9749,-8.5974,0.3809,-8.5974,0.3809,22.516,-21.7714,-7.3183,6.5067,-4.9856,13.1796,-1,-1,-1
0,603703.XSHG,2017-04-28,212.19,168.0768,11.51,13.49,498.58,603703.XSHG,2.5883,1.892,1.3442,7.2563,19.704,91.3573,8.6662,7.2563,1.0121,6.2904,2.3174,99.3672,0.2693,73.0987,83.9444,30.2861,350.4223,124.2178,68.7135,124.2178,68.7135,112.6908,154.0123,150.776,71.7733,153.2878,65.7107,-1,-1,-1
""
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603708.XSHG,2017-04-26,46.91,46.0528,10.46,1.11,634.62,603708.XSHG,4.2383,3.7578,1.3699,2.7259,22.3556,96.7478,3.2398,2.7259,16.8778,1.69,-0.2397,88.6767,-0.3384,88.6637,117.2455,-3.4961,-107.4994,,,,,,,,,,,-1,-1,-1
0,603708.XSHG,2017-04-28,38.42,38.4235,8.57,0.91,519.79,603708.XSHG,3.8809,3.8307,1.5297,3.0403,21.1782,96.055,3.954,3.0403,15.3175,1.6174,-0.2596,98.8447,0.2266,98.7049,125.8745,13.5573,343.6614,2.2225,13.4088,2.2225,13.4088,-0.9586,38.4089,6.3373,26.4908,6.3762,26.5549,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603716.XSHG,2017-01-24,97.26,104.4588,13.22,11.25,602.91,603716.XSHG,2.8214,2.5914,2.1343,11.7646,35.8677,87.2501,12.7499,11.7646,8.9866,10.3343,1.2595,91.3159,,91.8487,121.6352,12.4431,97.5941,19.5127,3.2193,19.5127,3.2193,-10.6958,-23.5025,-2.0178,-6.0069,-2.3566,-2.88,-1,-1,-1
0,603716.XSHG,2017-04-28,86.5,86.5016,7.07,9.5,23.2,603716.XSHG,1.725,1.4541,1.3188,8.8715,32.0478,90.9266,9.0734,8.8715,9.6627,8.8776,0.911,82.8193,,84.295,101.6763,-8.8446,-97.4775,17.7573,-3.875,17.7573,-3.875,-5.9569,-31.5929,22.6048,-27.5133,32.8643,-23.414,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603717.XSHG,2017-04-29,48.49,48.4921,8.87,6.46,3543.4299,603717.XSHG,2.5968,2.4636,1.326,11.3794,28.9262,85.7526,14.2174,11.3794,1.3993,8.5624,3.9113,95.5717,-0.2015,94.871,88.2239,-71.4295,-501.3518,332.782,,332.782,,185.4962,,167.7138,,167.7845,,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603718.XSHG,2015-08-06,109.74,106.8865,12.28,38.9,-198.46,603718.XSHG,3.32,3.32,2.77,28.89,75.82,65.84,34.16,28.89,29.78,15.93,-3.35,98.99,0.0,,94.03,49.39,144.6,0.12,11.53,0.12,11.53,8.8,-16.55,9.68,-18.06,11.63,-18.28,1,1,1
0,603718.XSHG,2015-10-23,99.83,99.6667,11.45,36.26,31.62,603718.XSHG,2.92,3.17,2.23,23.21,76.98,70.79,29.21,23.21,30.57,17.95,-2.37,109.71,0.0,108.73,103.65,59.18,202.59,17.06,7.97,17.06,7.97,-16.49,-7.66,-32.67,-13.26,-29.1,-10.84,1,1,1
0,603718.XSHG,2016-03-16,155.97,142.3494,15.96,49.56,38.84,603718.XSHG,2.93,2.91,2.16,25.53,75.45,73.02,31.08,25.53,37.84,16.58,-4.06,84.41,12.85,99.31,142.74,91.73,340.05,47.57,-6.59,47.57,-6.59,93.69,-0.61,14.47,2.72,16.29,1.95,-1,1,1
0,603718.XSHG,2016-04-26,125.94,125.9378,13.0,37.95,88.65,603718.XSHG,3.0,2.98,2.05,34.26,78.29,62.69,40.54,34.26,22.56,17.13,-0.32,91.33,7.92,99.29,79.3,23.05,61.78,7.51,-4.42,7.51,-4.42,-4.51,24.68,-6.33,28.29,-2.84,30.8,1,1,1
0,603718.XSHG,2016-07-21,111.8,110.8406,11.1,32.85,39.89,603718.XSHG,2.4078,2.2905,1.5059,25.5017,76.3959,75.8452,26.4841,25.5017,33.198,22.0248,-3.3607,85.865,8.2801,95.1309,105.7637,-7.004,-28.9961,0.4947,4.249,0.4947,4.249,-22.0781,-31.9035,-11.3035,-22.4081,-3.5488,-18.8763,1,1,1
0,603718.XSHG,2016-10-27,130.67,128.3914,12.93,38.0,-46.76,603718.XSHG,2.1152,2.1027,1.1301,17.1184,77.5465,85.4428,17.5928,17.1184,40.869,21.8499,-0.2984,82.0471,17.1095,99.4111,104.2429,52.7571,362.4135,9.2951,17.4226,9.2951,17.4226,-34.1771,-21.9988,-19.4035,-21.1783,-4.212,-11.4534,-1,-1,-1
0,603718.XSHG,2017-04-20,122.07,120.291,11.72,34.32,-36.48,603718.XSHG,1.4611,1.3348,0.5029,7.9398,70.4773,98.7771,4.7466,7.9398,36.554,28.9594,4.7307,17.4836,50.3758,91.3598,109.9394,50.3046,4113.4077,16.2776,-0.6182,16.2776,-0.6182,-82.2424,-73.1862,-63.8344,-53.9053,-33.9305,-29.6795,-1,-1,-1
0,603718.XSHG,2017-04-29,112.16,109.153,10.77,31.53,-33.52,603718.XSHG,2.5089,2.2929,1.1479,24.6754,78.917,76.4518,29.0097,24.6754,20.1631,30.7636,2.3979,71.9523,16.6875,91.3913,77.4293,1.0258,4.356,-4.5112,-21.5086,-4.5112,-21.5086,-31.6777,379.71,-31.2313,143.937,-11.5175,75.1683,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603726.XSHG,2016-08-29,79.45,77.991,10.55,6.72,-248.94,603726.XSHG,3.9859,3.6342,2.4818,11.43,29.2996,86.8981,13.1019,11.43,6.3561,9.1837,-0.367,91.941,,91.1777,68.5709,-3.9888,-30.4441,-14.3969,27.2961,-14.3969,27.2961,-25.1529,130.6419,-19.4387,134.3548,-19.4387,134.3548,-1,1,1
0,603726.XSHG,2016-10-28,87.49,77.9139,6.75,7.05,174.2,603726.XSHG,2.3273,2.0416,1.6124,8.89,28.4048,89.7899,10.3376,8.89,6.3481,10.439,0.4128,91.3298,,87.7234,98.8444,2.458,24.0744,3.6986,-7.387,3.6986,-7.387,-3.2128,-26.9271,-0.1862,-27.9676,-0.1862,-27.9676,1,1,1
0,603726.XSHG,2017-04-27,88.54,79.0402,6.67,7.06,87.2,603726.XSHG,2.3675,2.2195,1.6189,7.6988,27.6097,92.37,7.972,7.6988,5.7039,9.8083,0.2073,91.7093,4.1111,93.7505,103.5038,0.7958,10.4293,67.159,20.332,67.159,20.332,248.4002,-7.2039,256.102,4.2085,256.102,4.2085,-1,-1,-1
0,603726.XSHG,2017-04-27,92.63,82.4499,6.98,7.39,91.23,603726.XSHG,4.3632,3.2776,2.8701,13.2762,27.0742,87.7799,12.3322,13.2762,5.6227,7.7717,0.2333,74.0955,0.6799,75.1193,85.165,-28.0181,-229.2789,56.9204,10.6143,56.9204,10.6143,167.6137,71.1133,235.5554,90.7478,235.5554,90.7478,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603727.XSHG,2017-04-29,39.79,45.235,8.93,3.21,-161.6,603727.XSHG,0.9515,0.6433,0.6898,10.3136,22.8829,92.663,8.7868,10.3136,0.6158,6.2837,-4.2641,66.7494,13.1896,67.6095,148.4537,50.495,688.224,-64.6379,,-64.6379,,-66.9616,,-56.1363,,-56.1363,,1,1,1
0,603727.XSHG,2017-08-18,37.066,32.4155,3.225,3.3136,8.0314,603727.XSHG,2.9593,2.8323,2.3184,33.7576,31.5916,62.8923,41.1965,33.7576,0.9299,9.6381,-19.7733,95.5342,3.1723,95.7073,-99.2167,-128.8674,-347.2796,-59.4168,-4.4965,-59.4168,-4.4965,60.5528,347.7633,47.1502,212.5937,47.1502,212.5937,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603728.XSHG,2017-08-18,45.9676,47.6086,4.8296,4.8053,419.5495,603728.XSHG,4.4562,4.2997,3.1394,12.6012,39.7176,86.7275,14.0458,12.6012,8.703,16.8643,0.9918,96.083,,96.4873,99.3069,12.1971,91.8977,9.5319,10.7674,9.5319,10.7674,7.2047,143.4661,19.9323,123.4958,19.8888,123.6058,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603729.XSHG,2015-04-30,52.52,52.5247,4.38,3.5,-75.52,603729.XSHG,-0.44,-1.32,-0.46,-1.34,4.45,95.55,0.0,-1.34,1.83,2.85,0.0,-688.61,-0.59,,77.24,-32.7,-734.08,53.47,11.41,53.47,11.41,-91.93,-99.94,5.57,-120.98,31.47,-114.73,1,1,1
0,603729.XSHG,2015-08-07,85.71,87.3653,7.05,5.27,18.17,603729.XSHG,5.11,5.05,3.86,10.98,17.73,95.77,8.66,10.98,1.88,3.71,-0.14,36.32,0.0,98.84,106.77,-20.05,-473.54,6.47,0.73,6.47,0.73,-41.58,230091.9688,-22.21,923.94,-22.08,1273.53,1,1,1
0,603729.XSHG,2015-10-30,64.07,56.3458,4.55,3.34,35.98,603729.XSHG,0.71,0.69,0.42,1.24,7.91,98.4,1.6,1.24,0.9,3.81,-0.22,96.36,0.0,96.31,82.58,-1.89,-117.77,6.92,-5.69,6.92,-5.69,-52.54,-82.55,-62.45,-89.3,-51.4,-85.98,1,1,1
0,603729.XSHG,2016-02-03,118.56,95.5861,7.67,5.58,45.33,603729.XSHG,-0.02,-0.07,1.19,3.82,9.84,94.82,5.18,3.82,1.67,7.04,-0.38,94.04,0.0,,153.91,16.27,313.76,-6.66,-11.81,-6.66,-11.81,-33.63,185.61,-49.9,170.94,-100.6,-102.49,-1,-1,-1
0,603729.XSHG,2016-04-25,114.65,114.646,4.78,3.53,27.33,603729.XSHG,-0.44,-0.48,-0.05,-0.2,4.05,99.23,0.77,-0.2,2.05,5.3,-0.22,82.61,0.0,,112.66,5.85,760.14,-24.88,-10.35,-24.88,-10.35,120.2,-86.69,88.9,-104.65,-29.64,-3060.3601,-1,1,1
0,603729.XSHG,2016-08-30,131.08,127.9274,5.35,4.22,-38.06,603729.XSHG,3.0684,0.8807,2.2624,8.1573,10.6433,95.4804,4.5196,8.1573,1.7027,4.6292,-0.314,47.8532,,28.7035,95.5037,14.6668,324.5115,-17.8925,10.1062,-17.8925,10.1062,-67.7325,546.4697,-38.9782,4629.5933,-29.5392,737.8058,-1,1,1
0,603729.XSHG,2016-10-28,180.31,125.3203,6.33,4.35,-85.84,603729.XSHG,1.0952,0.9179,0.8258,3.3716,10.3055,95.8335,4.1665,3.3716,-0.0531,6.902,-0.346,95.5392,,83.8156,109.6783,28.3018,679.2664,-30.5075,-20.1782,-30.5075,-20.1782,80.8459,-26.4147,88.2433,-67.0073,63.4587,-67.4815,-1,-1,-1
0,603729.XSHG,2017-04-26,156.32,121.6802,6.09,4.63,-128.26,603729.XSHG,0.3725,0.9501,0.4263,2.0364,17.4836,97.6557,2.3443,2.0364,0.8274,9.0283,-0.5869,84.3293,,255.0815,107.2501,8.0682,344.1564,-35.575,-18.238,-35.575,-18.238,-70.8708,-53.9957,-65.6905,-50.6177,2345.5588,-65.7414,-1,-1,-1
